"Event Name","Event Number","Event Type","Host Names","Description","Price","Age Range","Max Tickets","Sold Count","Wait Count","Starts","Start Date (UTC)","Duration (minutes)","More Info","Room","Space","Date Created","Date Updated","View URI","Player Experience","Game Complexity","Minimum # of Players","Hosting Company, Group, or Club Name","Game System (without edition)","Game Edition","Table Size Request"
"When Tolls The Bell of Ruin","171","Role Playing","Marzio Muscedere","Players must investigate a mysterious monastery and silence an infernal bell whose toll spreads calamity and doom across the countryside.  Play with the creator event, official DCC RPG playtest.","0","Adult (18+)","5","5","1","Friday at  8:00 PM","2022-10-08T00:00:00","180","","Conference H","Conference H 7","2022-07-28T16:44:35","2022-09-12T00:42:31","/conventions/u-con-2022/schedule/171","Beginner","Average","3",,"Dungeon Crawl Classics",,"5' Round"
"Cross Hares: Testing Ground","183","Board and Card Game","Nancy Hutchins","A classic ""start to finish"" game with contemporary twists along the way.","0","Teen (13+)","4","1","0","Friday at  8:00 PM","2022-10-08T00:00:00","120","https://boardgamegeek.com/boardgame/151410/cross-hares-testing-ground","Ballroom","310","2022-07-29T15:24:55","2022-09-06T12:13:17","/conventions/u-con-2022/schedule/183","Beginner","Average","2",,,,"6'x30"" Rectangle (6 chairs)"
"Geas Across the Multiverse","179","Role Playing","James Andrew Pozenel Jr","The forces of the multiverse compel you to hunt for gems of power before impending doom destroys our existence. Experience bite sized chunks of DCC/MCC third party licensed content.","0","Teen (13+)","6","3","0","Friday at  8:00 PM","2022-10-08T00:00:00","240","http://","Conference H","Conference H 3","2022-07-29T11:50:59","2022-09-06T03:15:07","/conventions/u-con-2022/schedule/179","Some XP","Average","4",,"DCC RPG",,"5' Round"
"Formula D: Race City track w/Shortcut Expansion","64","Board and Card Game","Mike Cook","Push your engine to the limit, hug the curves, pass to win! Rules will be taught. Race 1 of 2 for the 2022 U-Con Formula D Racing Champ. Must be present at 2nd race (on Sat) to receive a prize.","0","Teen (13+)","10","1","0","Friday at  8:00 PM","2022-10-08T00:00:00","180","http://","Ballroom","301","2022-07-23T19:00:41","2022-09-02T16:15:04","/conventions/u-con-2022/schedule/64","Beginner","Simple","2",,,,"5' Round (7 chairs)"
"Glen More II: Chronicles","584","Board and Card Game","Aaron Elkiss","Place tiles and gain resources to build the territory and wealth of your Scottish clan from the early medieval ages until the 19th century. A beautiful medium weight Euro game.","0","Teen (13+)","4","0","0","Friday at  8:00 PM","2022-10-08T00:00:00","180","https://boardgamegeek.com/boardgame/265188/glen-more-ii-chronicles","Ballroom","306","2022-09-11T21:36:40","2022-09-11T21:47:06","/conventions/u-con-2022/schedule/584","Beginner","Average","1",,,,""
"The Wizard Whodunit","437","Role Playing","Ryan Veneklase","The wizard, Whudunit, has crafted a most sinister series of dungeons, including horrible puns.  The Wizard, Whudunit is a fast-paced, light-hearted module aimed at the humorous sides of adventuring.","0","Teen (13+)","6","6","0","Friday at  8:00 PM","2022-10-08T00:00:00","240","http://","Conference B","Conference B 3","2022-08-27T19:39:29","2022-09-13T01:39:55","/conventions/u-con-2022/schedule/437","Beginner","Average","1","We Hate Bards","Dungeons and Dragons 3.5","",""
"The Deprogrammers","438","Role Playing","Cristopher Frank","In the nightmarish future city they call Punktown, a new religious cult has popped up. You are hired to investigate the cult by someone whose daughter has joined. Can you figure out what is going on?","0","Adult (18+)","6","5","0","Friday at  8:00 PM","2022-10-08T00:00:00","240","http://","Conference B","Conference B 4","2022-08-27T19:39:43","2022-09-05T18:11:44","/conventions/u-con-2022/schedule/438","Beginner","Average","1","We Hate Bards","Call of Cthulhu 6th Edition","",""
"Union Pacific","38","Board and Card Game","allen stiles","","0","Adult (18+)","12","0","0","Friday at  9:00 PM","2022-10-08T01:00:00","180","http://","Ballroom","315","2022-07-15T17:18:04","2022-08-05T17:58:27","/conventions/u-con-2022/schedule/38","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Quin-Sept:  Standard, Basic, Fifteen Eagles, or Five Bridges","495","Board and Card Game","","Quin-Sept is a ""family"" of Abstract Strategy Boardgame variants that are of my own creation.
The variants listed are all played with the same Standard set of rules and components except Board & Setup.","0","Family Friendly (7+)","6","0","0","Friday at  9:00 PM","2022-10-08T01:00:00","60","http://","Ballroom","412","2022-09-01T16:58:26","2022-09-02T23:02:25","/conventions/u-con-2022/schedule/495","Beginner","Complex","2",,,,"8'x30"" Rectangle (6 chairs)"
"Sushi Go Party!","83","Board and Card Game","John Yax","Simple, fast, and fun drafting game.","0","Teen (13+)","5","2","0","Friday at  9:00 PM","2022-10-08T01:00:00","60","https://boardgamegeek.com/boardgame/192291/sushi-go-party","Ballroom","206","2022-07-23T19:06:00","2022-09-11T04:15:58","/conventions/u-con-2022/schedule/83","Beginner","Simple","4",,,,"8'x30"" Rectangle (6 chairs)"
"Masters of the Multiverse","581","Board and Card Game","Nathan Woll","Come play a prototype version (placeholder art and components) of an asymmetric superhero game.
Play as a Marvel villain trying to gain the most power in the Multiverse.","0","Teen (13+)","5","0","0","Friday at  9:00 PM","2022-10-08T01:00:00","120","http://","Ballroom","210","2022-09-10T12:54:07","2022-09-15T00:50:39","/conventions/u-con-2022/schedule/581","Beginner","Average","3",,,,"6'x30"" Rectangle (6 chairs)"
"18XX","5","Board and Card Game","allen stiles","18XX gaming system.","0","Adult (18+)","12","0","0","Friday at  9:00 PM","2022-10-08T01:00:00","180","http://","Ballroom","314","2022-07-15T17:16:05","2022-08-04T21:02:13","/conventions/u-con-2022/schedule/5","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Trekking the National Parks","136","Board and Card Game","Mark Kloha","Trekking the National Parks is a spirited family board game that lets players visit America's National Parks in a fun and competitive way. Players compete for points by visiting national parks.","0","Teen (13+)","10","2","0","Friday at  9:00 PM","2022-10-08T01:00:00","120","http://https://boardgamegeek.com/boardgame/154428/trekking-national-parks","Ballroom","202","2022-07-28T14:37:59","2022-09-03T20:12:16","/conventions/u-con-2022/schedule/136","Beginner","Simple","2","Amorphous Blob Games",,,"6'x18"" Rectangle (6 chairs)"
"China Rails/India Rails","12","Board and Card Game","allen stiles","Empire Builder crayon rails system.","0","Adult (18+)","24","0","0","Friday at  9:00 PM","2022-10-08T01:00:00","180","http://","Ballroom","316","2022-07-15T17:16:40","2022-08-05T17:46:52","/conventions/u-con-2022/schedule/12","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Piepmatz","423","Board and Card Game","Peter Cerra","German for “little songbirds.” This is a card game encapsulating the brutal Darwinian struggles of nature in a cute card game about birds at a feeder. Or maybe I’m reading a little too much into it.","0","Teen (13+)","3","3","0","Friday at  9:00 PM","2022-10-08T01:00:00","60","https://boardgamegeek.com/boardgame/246200/piepmatz","Ballroom","205","2022-08-27T19:24:39","2022-09-02T23:02:38","/conventions/u-con-2022/schedule/423","Beginner","Average","1",,,,"6'x18"" Rectangle (6 chairs)"
"Metro","23","Board and Card Game","allen stiles","","0","Adult (18+)","12","6","0","Friday at  9:00 PM","2022-10-08T01:00:00","180","http://","Ballroom","317","2022-07-15T17:17:17","2022-09-14T15:16:39","/conventions/u-con-2022/schedule/23","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"Codenames","471","Board and Card Game","Pritpaul Mahal","In Codenames, two teams compete to see who can contact all of their agents first. Use clues that could point to multiple words on the board to guess your team's words, but not the other team's!","0","Family Friendly (7+)","12","0","0","Friday at 10:00 PM","2022-10-08T02:00:00","60","http://","Ballroom","309","2022-09-01T15:16:44","2022-09-02T15:31:25","/conventions/u-con-2022/schedule/471","Beginner","Simple","4",,,,""
"Grind House","473","Board and Card Game","David Miller","Grind House is a narrative horror game for 2-6 players where you would be considered lucky if survival only costs an arm and a leg. While survival is the ultimate goal, each player has a secret motive","0","Mature Content (18+)","5","5","0","Friday at 10:00 PM","2022-10-08T02:00:00","60","https://boardgamegeek.com/boardgame/263894/grind-house","Ballroom","310","2022-09-01T15:16:51","2022-09-05T04:20:36","/conventions/u-con-2022/schedule/473","Beginner","Simple","3",,,,"6'x18"" Rectangle (6 chairs)"
"Biblios","563","Board and Card Game","Peter Cerra","Via card drafting, auction, and set collection, players attempt to amass the greatest collection of handwritten texts in a time before printing presses, much less e-readers.","0","Teen (13+)","3","1","0","Friday at 10:00 PM","2022-10-08T02:00:00","60","https://boardgamegeek.com/boardgame/34219/biblios","Ballroom","205","2022-09-06T22:57:07","2022-09-09T01:54:54","/conventions/u-con-2022/schedule/563","Beginner","Average","2",,,,"6'x18"" Rectangle (6 chairs)"
"Red 7","568","Board and Card Game","Peter Cerra","A card game where each hand has 7 potential winning conditions that fluctuate as you attempt to keep your options for success shrinking slower than your opponents’. But simpler than that sounded.","0","Teen (13+)","3","0","0","Friday at 11:00 PM","2022-10-08T03:00:00","60","https://boardgamegeek.com/boardgame/161417/red7","Ballroom","205","2022-09-06T22:58:03","2022-09-06T23:14:51","/conventions/u-con-2022/schedule/568","Beginner","Average","2",,,,"6'x18"" Rectangle (6 chairs)"
"Blood on the Clocktower","551","Board and Card Game","Gwommy Holderman","Social deduction game with NO player elimination! Can you solve the puzzle and find the demon before they destroy the town? Easy to play, hard to master. Lots of replayability!","0","Teen (13+)","12","5","0","Friday at 11:00 PM","2022-10-08T03:00:00","120","https://wiki.bloodontheclocktower.com/Main_Page","Ballroom","102","2022-09-04T21:01:42","2022-09-14T23:03:12","/conventions/u-con-2022/schedule/551","Beginner","Average","7","N/A",,,"N/A or No Tables Needed"
"Zombie Dice","489","Board and Card Game","Pritpaul Mahal","You're a zombie. You want braaains. More brains than any of your zombie pals. The 13 custom dice are your victims. Push your luck to eat their brains, but stop before the shotgun blasts end your turn!","0","Family Friendly (7+)","10","0","0","Friday at 12:00 AM","2022-10-08T04:00:00","60","http://","Ballroom","309","2022-09-01T15:19:02","2022-09-01T15:57:40","/conventions/u-con-2022/schedule/489","Beginner","Simple","2",,,,""
"The Festival","440","Role Playing","Cristopher Frank","A group of adventurers stumble upon a remote village in the wilderness preparing for their Fall Festival.  The characters are invited to be guests of honor! But something does not seem right.","0","Teen (13+)","6","3","0","Saturday at  9:00 AM","2022-10-08T13:00:00","240","http://","Conference B","Conference B 2","2022-08-27T19:39:48","2022-09-07T23:53:47","/conventions/u-con-2022/schedule/440","Beginner","Average","1","We Hate Bards","Dungeons and Dragons 5th Edition","",""
"Spelljammer Academy: Orientation / Trial by Fire","517","Organized Play","Daniel E. Chapman II","Fall in cadets! It's time for your introduction to Wildspace! (DDAL-SJA-1 & DDAL-SJA-2). Parts 1 & 2 of 4. For beginners and experts, levels 1-4 (tier 1). No materials needed, we can provide!","0","Family Friendly (7+)","7","1","0","Saturday at  9:00 AM","2022-10-08T13:00:00","240","http://","Clubhouse","Clubhouse 01","2022-09-02T13:06:15","2022-09-12T18:01:35","/conventions/u-con-2022/schedule/517","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
"2-19 Enter the Pallid Peak","291","Organized Play","Kurt Wasiluk","The PCs travel into the mountains to explore a recently discovered dwarven complex believed to have been abandoned hundreds of years ago.  Level 1-4 Characters, Pregens available.","0","Teen (13+)","6","6","0","Saturday at  9:00 AM","2022-10-08T13:00:00","270","http://","Elizabeth Ann","Table 03","2022-08-06T20:19:09","2022-09-08T03:02:20","/conventions/u-con-2022/schedule/291","Beginner","Average","2","Michigan Pathfinder and Starfinder Societies","Pathfinder","2nd Edition","5' Round"
"Spelljammer Academy: Realmspace Sortie! / H'Catha","521","Organized Play","Natalie Tabor","Fall in cadets! It's time for your introduction to Wildspace! (DDAL-SJA-3 & DDAL-SJA-4). Parts 3 & 4 of 4. For beginners and experts, levels 1-4 (tier 1). No materials needed, we can provide!","0","Family Friendly (7+)","7","0","0","Saturday at  9:00 AM","2022-10-08T13:00:00","240","http://","Clubhouse","Clubhouse 2","2022-09-02T13:06:22","2022-09-03T16:20:16","/conventions/u-con-2022/schedule/521","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
"Picture Perfect","75","Board and Card Game","Stewart Tame ","Say cheese!  Stage the perfect photo while catering to the often contradictory preferences of the subjects.  Like nothing you've ever played before.  Rules will be taught.","0","Teen (13+)","3","2","0","Saturday at  9:00 AM","2022-10-08T13:00:00","60","http://","Ballroom","304","2022-07-23T19:03:08","2022-09-09T20:04:32","/conventions/u-con-2022/schedule/75","Beginner","Average","1",,,,"5' Round (7 chairs)"
"Union Pacific","39","Board and Card Game","allen stiles","","0","Adult (18+)","12","1","0","Saturday at  9:00 AM","2022-10-08T13:00:00","180","http://","Ballroom","315","2022-07-15T17:18:06","2022-09-02T20:29:06","/conventions/u-con-2022/schedule/39","Beginner","Average","3","Train Gamers Association",,"n/a","6'x18"" Rectangle (6 chairs)"
"The Straw Bears (CCC-UCON-03)","535","Organized Play","Eric W Nelson","You return to Basht for the procession of the Straw Bears. Part of a series, can stand alone. For players both new and experienced with characters level 1-4 (tier one). We can provide materials.","0","Family Friendly (7+)","7","0","0","Saturday at  9:00 AM","2022-10-08T13:00:00","240","http://","Clubhouse","Clubhouse 3","2022-09-02T13:06:48","2022-09-02T14:02:44","/conventions/u-con-2022/schedule/535","Beginner","Average","3","U-Con Adventurers League","D&D","5th",""
